No,Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
11,Health Checking,Implement gRPC health checking protocol,"Use google.golang.org/grpc/health to register the standard health service. This enables load balancers and orchestrators like Kubernetes to check service readiness.",Register grpc health server and update status for each service,Skip health checks or implement a custom /healthz HTTP endpoint alongside gRPC,"package main

import (
	""log""
	""net""

	""google.golang.org/grpc""
	""google.golang.org/grpc/health""
	healthpb ""google.golang.org/grpc/health/grpc_health_v1""

	userv1 ""github.com/myapp/gen/user/v1""
)

func main() {
	lis, err := net.Listen(""tcp"", "":50051"")
	if err != nil {
		log.Fatalf(""failed to listen: %v"", err)
	}

	srv := grpc.NewServer()

	healthServer := health.NewServer()
	healthpb.RegisterHealthServer(srv, healthServer)

	userv1.RegisterUserServiceServer(srv, &userServer{})

	healthServer.SetServingStatus(
		""user.v1.UserService"",
		healthpb.HealthCheckResponse_SERVING,
	)

	log.Println(""serving on :50051"")
	if err := srv.Serve(lis); err != nil {
		log.Fatalf(""failed to serve: %v"", err)
	}
}","package main

import (
	""fmt""
	""net/http""
)

func main() {
	http.HandleFunc(""/healthz"", func(w http.ResponseWriter, r *http.Request) {
		fmt.Fprint(w, ""ok"")
	})
	go http.ListenAndServe("":8081"", nil)
	// start grpc server separately
}",High,https://pkg.go.dev/google.golang.org/grpc/health
12,Reflection,Enable gRPC reflection for development,"Reflection allows tools like grpcurl and grpcui to discover services at runtime. Enable it in development but consider disabling it in production.",Register reflection conditionally based on environment,Enable reflection unconditionally in production or never enable it at all,"package main

import (
	""log""
	""net""
	""os""

	""google.golang.org/grpc""
	""google.golang.org/grpc/reflection""

	userv1 ""github.com/myapp/gen/user/v1""
)

func main() {
	lis, err := net.Listen(""tcp"", "":50051"")
	if err != nil {
		log.Fatalf(""failed to listen: %v"", err)
	}

	srv := grpc.NewServer()
	userv1.RegisterUserServiceServer(srv, &userServer{})

	if os.Getenv(""ENV"") != ""production"" {
		reflection.Register(srv)
		log.Println(""gRPC reflection enabled"")
	}

	if err := srv.Serve(lis); err != nil {
		log.Fatalf(""failed to serve: %v"", err)
	}
}","package main

import (
	""log""
	""net""

	""google.golang.org/grpc""
	""google.golang.org/grpc/reflection""
)

func main() {
	srv := grpc.NewServer()
	reflection.Register(srv)
	lis, _ := net.Listen(""tcp"", "":50051"")
	log.Fatal(srv.Serve(lis))
}",Medium,https://pkg.go.dev/google.golang.org/grpc/reflection
13,TLS Setup,Configure TLS credentials for secure gRPC connections,"Use credentials.NewServerTLSFromFile on the server and credentials.NewClientTLSFromFile or credentials.NewTLS on the client for encrypted transport.",Use tls.LoadX509KeyPair for the server and proper TLS config for the client,Use grpc.WithInsecure() or insecure.NewCredentials() in production,"package main

import (
	""crypto/tls""
	""log""
	""net""

	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials""

	userv1 ""github.com/myapp/gen/user/v1""
)

func main() {
	cert, err := tls.LoadX509KeyPair(""server.crt"", ""server.key"")
	if err != nil {
		log.Fatalf(""failed to load TLS keys: %v"", err)
	}

	creds := credentials.NewTLS(&tls.Config{
		Certificates: []tls.Certificate{cert},
		MinVersion:   tls.VersionTLS13,
	})

	srv := grpc.NewServer(grpc.Creds(creds))
	userv1.RegisterUserServiceServer(srv, &userServer{})

	lis, err := net.Listen(""tcp"", "":50051"")
	if err != nil {
		log.Fatalf(""failed to listen: %v"", err)
	}

	log.Println(""gRPC server with TLS on :50051"")
	if err := srv.Serve(lis); err != nil {
		log.Fatalf(""failed to serve: %v"", err)
	}
}","package main

import (
	""log""
	""net""

	""google.golang.org/grpc""
)

func main() {
	srv := grpc.NewServer()
	lis, _ := net.Listen(""tcp"", "":50051"")
	log.Fatal(srv.Serve(lis))
}",Critical,https://pkg.go.dev/google.golang.org/grpc/credentials
14,Retry Policy,Configure retry policy via gRPC service config,"Use the gRPC service config JSON to define retry policies including max attempts, backoff, and retryable status codes. Apply it as a default service config.",Set service config JSON with retryPolicy on grpc.NewClient,Implement manual retry loops around every RPC call,"package client

import (
	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials/insecure""

	userv1 ""github.com/myapp/gen/user/v1""
)

const retryPolicy = `{
	""methodConfig"": [{
		""name"": [{""service"": ""user.v1.UserService""}],
		""waitForReady"": true,
		""retryPolicy"": {
			""MaxAttempts"": 3,
			""InitialBackoff"": ""0.1s"",
			""MaxBackoff"": ""1s"",
			""BackoffMultiplier"": 2.0,
			""RetryableStatusCodes"": [""UNAVAILABLE"", ""RESOURCE_EXHAUSTED""]
		}
	}]
}`

func NewUserClient(addr string) (userv1.UserServiceClient, func(), error) {
	conn, err := grpc.NewClient(
		addr,
		grpc.WithTransportCredentials(insecure.NewCredentials()),
		grpc.WithDefaultServiceConfig(retryPolicy),
	)
	if err != nil {
		return nil, nil, err
	}

	client := userv1.NewUserServiceClient(conn)
	return client, func() { conn.Close() }, nil
}","package client

import (
	""context""
	""time""

	userv1 ""github.com/myapp/gen/user/v1""
)

func GetUserWithRetry(client userv1.UserServiceClient, req *userv1.GetUserRequest) (*userv1.GetUserResponse, error) {
	var resp *userv1.GetUserResponse
	var err error
	for i := 0; i < 3; i++ {
		resp, err = client.GetUser(context.Background(), req)
		if err == nil {
			return resp, nil
		}
		time.Sleep(time.Duration(i+1) * 100 * time.Millisecond)
	}
	return nil, err
}",High,https://grpc.io/docs/guides/retry
15,Load Balancing,Configure client-side load balancing with gRPC,"Use gRPC's built-in round_robin or pick_first load balancing policies. Set the load balancing config via service config and use a resolver for service discovery.",Set the loadBalancingConfig in the service config JSON,Connect to a single address without load balancing or use an external LB for all traffic,"package client

import (
	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials/insecure""

	userv1 ""github.com/myapp/gen/user/v1""
)

const serviceConfig = `{
	""loadBalancingConfig"": [{""round_robin"": {}}]
}`

func NewUserClient(target string) (userv1.UserServiceClient, func(), error) {
	conn, err := grpc.NewClient(
		target,
		grpc.WithTransportCredentials(insecure.NewCredentials()),
		grpc.WithDefaultServiceConfig(serviceConfig),
	)
	if err != nil {
		return nil, nil, err
	}

	client := userv1.NewUserServiceClient(conn)
	return client, func() { conn.Close() }, nil
}

// Usage with DNS resolver:
// client, cleanup, err := NewUserClient(""dns:///myservice.default.svc.cluster.local:50051"")","package client

import (
	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials/insecure""
)

func connect() *grpc.ClientConn {
	conn, _ := grpc.NewClient(
		""localhost:50051"",
		grpc.WithTransportCredentials(insecure.NewCredentials()),
	)
	return conn
}",Medium,https://grpc.io/docs/guides/custom-load-balancing
16,Keepalive,Configure keepalive parameters for long-lived connections,"Set keepalive parameters on both server and client to detect dead connections and prevent idle connection closure by intermediate proxies.",Configure keepalive.ServerParameters and keepalive.ClientParameters,Use default keepalive settings or disable keepalive entirely,"package main

import (
	""log""
	""net""
	""time""

	""google.golang.org/grpc""
	""google.golang.org/grpc/keepalive""

	userv1 ""github.com/myapp/gen/user/v1""
)

func main() {
	lis, err := net.Listen(""tcp"", "":50051"")
	if err != nil {
		log.Fatalf(""failed to listen: %v"", err)
	}

	srv := grpc.NewServer(
		grpc.KeepaliveParams(keepalive.ServerParameters{
			MaxConnectionIdle:     5 * time.Minute,
			MaxConnectionAge:      30 * time.Minute,
			MaxConnectionAgeGrace: 10 * time.Second,
			Time:                  2 * time.Minute,
			Timeout:               20 * time.Second,
		}),
		grpc.KeepaliveEnforcementPolicy(keepalive.EnforcementPolicy{
			MinTime:             30 * time.Second,
			PermitWithoutStream: true,
		}),
	)

	userv1.RegisterUserServiceServer(srv, &userServer{})
	log.Fatal(srv.Serve(lis))
}","package main

import (
	""log""
	""net""

	""google.golang.org/grpc""
)

func main() {
	srv := grpc.NewServer()
	lis, _ := net.Listen(""tcp"", "":50051"")
	log.Fatal(srv.Serve(lis))
}",High,https://pkg.go.dev/google.golang.org/grpc/keepalive
17,Compression,Enable gzip compression for large payloads,"Use gRPC's built-in gzip compression for large payloads. Register the compressor and set it per-call or as a default on the client side.",Use grpc.UseCompressor or encoding.RegisterCompressor for gzip,Manually compress/decompress payloads in application code,"package client

import (
	""context""
	""time""

	""google.golang.org/grpc""
	_ ""google.golang.org/grpc/encoding/gzip""
	""google.golang.org/grpc/credentials/insecure""

	userv1 ""github.com/myapp/gen/user/v1""
)

func NewCompressedClient(addr string) (userv1.UserServiceClient, func(), error) {
	conn, err := grpc.NewClient(
		addr,
		grpc.WithTransportCredentials(insecure.NewCredentials()),
		grpc.WithDefaultCallOptions(grpc.UseCompressor(""gzip"")),
	)
	if err != nil {
		return nil, nil, err
	}

	client := userv1.NewUserServiceClient(conn)
	return client, func() { conn.Close() }, nil
}

// Or per-call:
func GetUserCompressed(ctx context.Context, client userv1.UserServiceClient, userID string) (*userv1.GetUserResponse, error) {
	ctx, cancel := context.WithTimeout(ctx, 5*time.Second)
	defer cancel()
	return client.GetUser(ctx, &userv1.GetUserRequest{UserId: userID}, grpc.UseCompressor(""gzip""))
}","package client

import (
	""bytes""
	""compress/gzip""
	""context""

	userv1 ""github.com/myapp/gen/user/v1""
)

func compressRequest(data []byte) []byte {
	var buf bytes.Buffer
	w := gzip.NewWriter(&buf)
	w.Write(data)
	w.Close()
	return buf.Bytes()
}",Medium,https://pkg.go.dev/google.golang.org/grpc/encoding/gzip
18,Gateway,Use grpc-gateway for REST/JSON to gRPC transcoding,"grpc-gateway generates a reverse proxy that translates RESTful HTTP/JSON into gRPC. Annotate your .proto files with google.api.http options.",Define HTTP annotations in proto files and use grpc-gateway's generated handler,Write separate REST handlers that duplicate gRPC service logic,"// In .proto file:
// import ""google/api/annotations.proto"";
// service UserService {
//   rpc GetUser(GetUserRequest) returns (GetUserResponse) {
//     option (google.api.http) = {
//       get: ""/v1/users/{user_id}""
//     };
//   }
// }

package main

import (
	""context""
	""log""
	""net""
	""net/http""

	""github.com/grpc-ecosystem/grpc-gateway/v2/runtime""
	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials/insecure""

	userv1 ""github.com/myapp/gen/user/v1""
)

func main() {
	ctx := context.Background()

	go func() {
		lis, _ := net.Listen(""tcp"", "":50051"")
		srv := grpc.NewServer()
		userv1.RegisterUserServiceServer(srv, &userServer{})
		log.Fatal(srv.Serve(lis))
	}()

	mux := runtime.NewServeMux()
	opts := []grpc.DialOption{grpc.WithTransportCredentials(insecure.NewCredentials())}
	err := userv1.RegisterUserServiceHandlerFromEndpoint(ctx, mux, ""localhost:50051"", opts)
	if err != nil {
		log.Fatal(err)
	}

	log.Println(""HTTP gateway on :8080"")
	log.Fatal(http.ListenAndServe("":8080"", mux))
}","package main

import (
	""encoding/json""
	""net/http""
)

type UserResponse struct {
	UserID string `json:""user_id""`
}

func main() {
	http.HandleFunc(""/v1/users/"", func(w http.ResponseWriter, r *http.Request) {
		resp := UserResponse{UserID: ""123""}
		json.NewEncoder(w).Encode(resp)
	})
	http.ListenAndServe("":8080"", nil)
}",Medium,https://grpc-ecosystem.github.io/grpc-gateway
19,Buf Tooling,Use buf.build for protobuf management and linting,"Buf provides linting, breaking change detection, and code generation for Protobuf. Use buf.yaml for configuration and buf generate for code generation.",Use buf lint and buf breaking in CI and buf generate for code gen,Run protoc directly with long flag lists or skip linting proto files,"// buf.yaml
// version: v2
// lint:
//   use:
//     - STANDARD
// breaking:
//   use:
//     - FILE

// buf.gen.yaml
// version: v2
// plugins:
//   - remote: buf.build/protocolbuffers/go
//     out: gen
//     opt: paths=source_relative
//   - remote: buf.build/grpc/go
//     out: gen
//     opt: paths=source_relative

// CI commands:
// buf lint
// buf breaking --against '.git#branch=main'
// buf generate

// Go usage of generated code:
package main

import userv1 ""github.com/myapp/gen/user/v1""

var _ userv1.UserServiceServer = (*userServer)(nil)","// Manual protoc command:
// protoc --go_out=. --go_opt=paths=source_relative \
//   --go-grpc_out=. --go-grpc_opt=paths=source_relative \
//   -I. -I/usr/local/include \
//   proto/user/v1/user.proto

package main

func main() {}",Medium,https://buf.build/docs/introduction
20,Testing,Use bufconn for in-memory gRPC testing,"bufconn provides an in-memory net.Listener for testing gRPC services without network overhead. Create a real gRPC server and client connected through bufconn.",Use bufconn.Listen to create in-memory connections for tests,Use net.Listen on a random port or mock the entire gRPC client interface,"package server

import (
	""context""
	""net""
	""testing""

	""google.golang.org/grpc""
	""google.golang.org/grpc/credentials/insecure""
	""google.golang.org/grpc/test/bufconn""

	userv1 ""github.com/myapp/gen/user/v1""
)

func setupTest(t *testing.T) userv1.UserServiceClient {
	t.Helper()
	lis := bufconn.Listen(1024 * 1024)
	t.Cleanup(func() { lis.Close() })

	srv := grpc.NewServer()
	userv1.RegisterUserServiceServer(srv, &userServer{})
	t.Cleanup(func() { srv.Stop() })

	go func() {
		if err := srv.Serve(lis); err != nil {
			t.Logf(""server exited: %v"", err)
		}
	}()

	conn, err := grpc.NewClient(
		""passthrough:///bufconn"",
		grpc.WithContextDialer(func(ctx context.Context, s string) (net.Conn, error) {
			return lis.DialContext(ctx)
		}),
		grpc.WithTransportCredentials(insecure.NewCredentials()),
	)
	if err != nil {
		t.Fatalf(""failed to dial: %v"", err)
	}
	t.Cleanup(func() { conn.Close() })

	return userv1.NewUserServiceClient(conn)
}

func TestCreateUser(t *testing.T) {
	client := setupTest(t)
	resp, err := client.CreateUser(context.Background(), &userv1.CreateUserRequest{
		Email:       ""test@example.com"",
		DisplayName: ""Test User"",
	})
	if err != nil {
		t.Fatalf(""CreateUser failed: %v"", err)
	}
	if resp.GetUserId() == """" {
		t.Error(""expected non-empty user_id"")
	}
}","package server

import (
	""context""
	""testing""

	userv1 ""github.com/myapp/gen/user/v1""
)

type mockUserClient struct{}

func (m *mockUserClient) CreateUser(ctx context.Context, req *userv1.CreateUserRequest) (*userv1.CreateUserResponse, error) {
	return &userv1.CreateUserResponse{UserId: ""mock-id""}, nil
}

func TestCreateUser(t *testing.T) {
	client := &mockUserClient{}
	resp, _ := client.CreateUser(context.Background(), &userv1.CreateUserRequest{})
	if resp.UserId != ""mock-id"" {
		t.Fail()
	}
}",High,https://pkg.go.dev/google.golang.org/grpc/test/bufconn
