No,Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
11,Error Channel,Use a separate channel for error handling in pipelines,"Route errors to a dedicated channel so that the main data path stays clean and errors can be handled centrally by a dedicated goroutine",Send errors to a separate buffered error channel and aggregate them in a dedicated error handler,Mix errors into the data channel or silently drop errors within pipeline stages,"type Result[T any] struct {
    Value T
    Err   error
}

func processStage(ctx context.Context, in <-chan Item) (<-chan Item, <-chan error) {
    out := make(chan Item)
    errs := make(chan error, 100)
    go func() {
        defer close(out)
        defer close(errs)
        for item := range in {
            result, err := transform(item)
            if err != nil {
                select {
                case errs <- fmt.Errorf(""transform item %s: %w"", item.ID, err):
                case <-ctx.Done():
                    return
                }
                continue
            }
            select {
            case out <- result:
            case <-ctx.Done():
                return
            }
        }
    }()
    return out, errs
}","func processStage(in <-chan Item) <-chan Item {
    out := make(chan Item)
    go func() {
        defer close(out)
        for item := range in {
            result, err := transform(item)
            if err != nil {
                continue // error silently dropped
            }
            out <- result
        }
    }()
    return out
}",high,https://go.dev/blog/pipelines
12,Dead Letter Queue,Route failed messages to a dead letter topic for later analysis,"Messages that fail processing after all retries should be sent to a dead letter queue for investigation, replay, or manual processing",Send permanently failed messages to a DLQ with original metadata and error details preserved,Discard messages that fail processing or retry indefinitely blocking the pipeline,"func processWithDLQ(ctx context.Context, consumer sarama.ConsumerGroupClaim, sess sarama.ConsumerGroupSession, dlqProducer sarama.SyncProducer) {
    for msg := range consumer.Messages() {
        var err error
        for attempt := 0; attempt < 3; attempt++ {
            if err = processMessage(msg.Value); err == nil {
                break
            }
            time.Sleep(time.Duration(attempt+1) * 100 * time.Millisecond)
        }
        if err != nil {
            headers := []sarama.RecordHeader{
                {Key: []byte(""original-topic""), Value: []byte(msg.Topic)},
                {Key: []byte(""error""), Value: []byte(err.Error())},
                {Key: []byte(""failed-at""), Value: []byte(time.Now().Format(time.RFC3339))},
            }
            dlqProducer.SendMessage(&sarama.ProducerMessage{
                Topic:   msg.Topic + "".dlq"",
                Key:     sarama.ByteEncoder(msg.Key),
                Value:   sarama.ByteEncoder(msg.Value),
                Headers: headers,
            })
        }
        sess.MarkMessage(msg, """")
    }
}","for msg := range consumer.Messages() {
    if err := processMessage(msg.Value); err != nil {
        log.Printf(""failed: %v"", err)
        // Message lost forever, no DLQ, no retry
    }
    sess.MarkMessage(msg, """")
}",high,https://pkg.go.dev/github.com/IBM/sarama#SyncProducer
13,Metrics Collection,Track pipeline throughput and latency with Prometheus,"Instrument pipeline stages with Prometheus counters, histograms, and gauges to monitor throughput, latency, backlog size, and error rates",Register per-stage metrics for items processed and processing duration and current queue depth,Rely solely on logs to understand pipeline performance without quantitative metrics,"import (
    ""github.com/prometheus/client_golang/prometheus""
    ""github.com/prometheus/client_golang/prometheus/promauto""
)

var (
    itemsProcessed = promauto.NewCounterVec(prometheus.CounterOpts{
        Name: ""pipeline_items_processed_total"",
        Help: ""Total items processed per stage"",
    }, []string{""stage"", ""status""})

    processingDuration = promauto.NewHistogramVec(prometheus.HistogramOpts{
        Name:    ""pipeline_processing_duration_seconds"",
        Help:    ""Processing duration per stage"",
        Buckets: []float64{.001, .005, .01, .05, .1, .5, 1},
    }, []string{""stage""})

    queueDepth = promauto.NewGaugeVec(prometheus.GaugeOpts{
        Name: ""pipeline_queue_depth"",
        Help: ""Current items in stage queue"",
    }, []string{""stage""})
)

func instrumentedProcess(stage string, item Item) error {
    timer := prometheus.NewTimer(processingDuration.WithLabelValues(stage))
    defer timer.ObserveDuration()
    if err := process(item); err != nil {
        itemsProcessed.WithLabelValues(stage, ""error"").Inc()
        return err
    }
    itemsProcessed.WithLabelValues(stage, ""success"").Inc()
    return nil
}","// Log-only monitoring
func process(item Item) {
    start := time.Now()
    doWork(item)
    log.Printf(""processed item in %v"", time.Since(start))
    // No aggregation, no alerting, hard to dashboard
}",medium,https://pkg.go.dev/github.com/prometheus/client_golang/prometheus
14,Retry with Backoff,Retry transient errors with exponential backoff and jitter,"Use exponential backoff with jitter for retrying transient errors like network timeouts or rate limits, with a maximum retry count",Use a backoff library with configurable max retries and exponential delay with jitter,Retry immediately in a tight loop or use fixed delays without jitter causing thundering herd,"import ""github.com/cenkalti/backoff/v4""

func processWithRetry(ctx context.Context, item Item) error {
    b := backoff.NewExponentialBackOff()
    b.MaxElapsedTime = 2 * time.Minute
    b.InitialInterval = 100 * time.Millisecond
    b.MaxInterval = 30 * time.Second

    operation := func() error {
        err := process(item)
        if err != nil {
            if isPermanentError(err) {
                return backoff.Permanent(err)
            }
            return err
        }
        return nil
    }
    return backoff.Retry(operation, backoff.WithContext(b, ctx))
}","func processWithRetry(item Item) error {
    for i := 0; i < 100; i++ {
        if err := process(item); err == nil {
            return nil
        }
        time.Sleep(1 * time.Second) // fixed delay, thundering herd
    }
    return fmt.Errorf(""failed after 100 retries"")
}",high,https://pkg.go.dev/github.com/cenkalti/backoff/v4
15,Context Cancellation,Use context to propagate cancellation through the pipeline,"Pass context.Context through every pipeline stage so that cancellation at the top level propagates to all goroutines, enabling clean shutdown",Accept context as the first parameter in every pipeline stage and check ctx.Done() in select statements,Use global stop channels or boolean flags for cancellation instead of the standard context package,"func stage(ctx context.Context, in <-chan Item) <-chan Item {
    out := make(chan Item)
    go func() {
        defer close(out)
        for {
            select {
            case item, ok := <-in:
                if !ok {
                    return
                }
                result := transform(item)
                select {
                case out <- result:
                case <-ctx.Done():
                    return
                }
            case <-ctx.Done():
                return
            }
        }
    }()
    return out
}

ctx, cancel := context.WithTimeout(context.Background(), 5*time.Minute)
defer cancel()
output := stage3(ctx, stage2(ctx, stage1(ctx, input)))","var stopFlag bool
func stage(in <-chan Item) <-chan Item {
    out := make(chan Item)
    go func() {
        defer close(out)
        for item := range in {
            if stopFlag { // data race
                return
            }
            out <- transform(item)
        }
    }()
    return out
}",critical,https://pkg.go.dev/context
16,Worker Pool Pattern,Use a fixed-size worker pool with bounded concurrency,"Create a pool of worker goroutines reading from a shared job channel to limit concurrency, control resource usage, and maintain predictable throughput",Size the worker pool based on the bottleneck resource and use a semaphore or fixed goroutine count,Create a goroutine per task or use an unbounded pool that grows without limit,"type Pool struct {
    workers int
    jobs    chan func()
    wg      sync.WaitGroup
}

func NewPool(workers int) *Pool {
    p := &Pool{
        workers: workers,
        jobs:    make(chan func(), workers*2),
    }
    for i := 0; i < workers; i++ {
        p.wg.Add(1)
        go func() {
            defer p.wg.Done()
            for job := range p.jobs {
                job()
            }
        }()
    }
    return p
}

func (p *Pool) Submit(job func()) { p.jobs <- job }

func (p *Pool) Shutdown() {
    close(p.jobs)
    p.wg.Wait()
}","// Unbounded goroutine creation
for _, task := range tasks {
    go func(t Task) {
        process(t) // 1M tasks = 1M goroutines
    }(task)
}",high,https://go.dev/doc/effective_go#goroutines
17,Memory Management,Use sync.Pool to reuse allocations in hot paths,"Use sync.Pool to recycle frequently allocated objects like byte buffers, reducing garbage collection pressure in high-throughput pipelines",Pool objects that are expensive to allocate and used frequently such as byte slices and struct buffers,Allocate new buffers on every iteration in a tight processing loop causing GC pressure,"import ""sync""

var bufferPool = sync.Pool{
    New: func() any {
        b := make([]byte, 0, 4096)
        return &b
    },
}

func processItem(data []byte) ([]byte, error) {
    bufPtr := bufferPool.Get().(*[]byte)
    buf := (*bufPtr)[:0]
    defer func() {
        *bufPtr = buf
        bufferPool.Put(bufPtr)
    }()

    buf = append(buf, data...)
    // ... transform buf ...
    result := make([]byte, len(buf))
    copy(result, buf)
    return result, nil
}","func processItem(data []byte) ([]byte, error) {
    buf := make([]byte, 0, 4096) // allocates every call
    buf = append(buf, data...)
    // ... transform buf ...
    result := make([]byte, len(buf))
    copy(result, buf)
    return result, nil
    // buf becomes garbage, GC pressure under high throughput
}",medium,https://pkg.go.dev/sync#Pool
18,Checkpoint/Resume,Track processing offsets for resumable pipelines,"Persist the last successfully processed offset or position so the pipeline can resume from where it left off after a restart",Commit offsets after successful processing and load the last offset on startup,Process items without tracking progress losing all work on restart,"type Checkpoint struct {
    mu       sync.Mutex
    store    *sql.DB
    pipeline string
}

func (c *Checkpoint) Save(ctx context.Context, offset int64) error {
    c.mu.Lock()
    defer c.mu.Unlock()
    _, err := c.store.ExecContext(ctx,
        ""INSERT INTO checkpoints (pipeline, offset, updated_at) VALUES ($1, $2, NOW()) ON CONFLICT (pipeline) DO UPDATE SET offset = $2, updated_at = NOW()"",
        c.pipeline, offset)
    return err
}

func (c *Checkpoint) Load(ctx context.Context) (int64, error) {
    var offset int64
    err := c.store.QueryRowContext(ctx,
        ""SELECT offset FROM checkpoints WHERE pipeline = $1"",
        c.pipeline).Scan(&offset)
    if err == sql.ErrNoRows {
        return 0, nil
    }
    return offset, err
}","// No checkpoint, restart reprocesses everything
func process(items []Item) {
    for _, item := range items {
        doWork(item)
    }
    // Crash at item 999 of 1000 = restart from item 0
}",high,https://pkg.go.dev/database/sql
19,Data Serialization,Use Protocol Buffers for high-throughput internal serialization,"Use protobuf for internal service-to-service and pipeline serialization for smaller payloads, faster encoding/decoding, and schema evolution support",Use protobuf for internal pipeline data and JSON only for external API boundaries,Use JSON encoding for high-volume internal pipeline messages where performance matters,"import ""google.golang.org/protobuf/proto""

// Protobuf: fast, compact, schema-enforced
func encodeEvent(e *pb.Event) ([]byte, error) {
    return proto.Marshal(e)
}

func decodeEvent(data []byte) (*pb.Event, error) {
    e := &pb.Event{}
    if err := proto.Unmarshal(data, e); err != nil {
        return nil, fmt.Errorf(""unmarshal event: %w"", err)
    }
    return e, nil
}

// Benchmark: ~200ns encode, ~150ns decode, ~50 bytes per message","import ""encoding/json""

// JSON for internal pipeline messages: slower, larger
func encodeEvent(e *Event) ([]byte, error) {
    return json.Marshal(e)
}

func decodeEvent(data []byte) (*Event, error) {
    var e Event
    if err := json.Unmarshal(data, &e); err != nil {
        return nil, err
    }
    return &e, nil
}

// Benchmark: ~800ns encode, ~1200ns decode, ~200 bytes per message",medium,https://pkg.go.dev/google.golang.org/protobuf/proto
20,End-to-End Testing,Write integration tests for complete pipeline flows,"Test the entire pipeline from input to output using real or containerized dependencies to verify correctness under realistic conditions",Use testcontainers-go to spin up real Kafka or database instances for integration tests,Test only individual functions in isolation without ever testing the complete pipeline flow,"import (
    ""testing""
    ""github.com/testcontainers/testcontainers-go""
    ""github.com/testcontainers/testcontainers-go/modules/kafka""
)

func TestPipelineEndToEnd(t *testing.T) {
    ctx := context.Background()
    kafkaC, err := kafka.Run(ctx, ""confluentinc/confluent-local:7.5.0"")
    if err != nil {
        t.Fatalf(""starting kafka: %v"", err)
    }
    defer kafkaC.Terminate(ctx)

    brokers, err := kafkaC.Brokers(ctx)
    if err != nil {
        t.Fatalf(""getting brokers: %v"", err)
    }

    // Produce test messages
    producer := newProducer(t, brokers)
    for i := 0; i < 100; i++ {
        produce(t, producer, ""input-topic"", testEvent(i))
    }

    // Run pipeline
    pCtx, cancel := context.WithTimeout(ctx, 30*time.Second)
    defer cancel()
    go RunPipeline(pCtx, brokers, ""input-topic"", ""output-topic"")

    // Verify output
    results := consumeAll(t, brokers, ""output-topic"", 100, 30*time.Second)
    assert.Len(t, results, 100)
    for _, r := range results {
        assert.NotEmpty(t, r.ProcessedAt)
    }
}","func TestPipeline(t *testing.T) {
    // Unit test only, no integration
    result := transformItem(testItem)
    assert.Equal(t, expected, result)
    // Never tests Kafka, serialization, or multi-stage flow
}",medium,https://pkg.go.dev/github.com/testcontainers/testcontainers-go
