No,Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
11,Authentication,"Implement session-based authentication with requireUser pattern","Create a requireUser helper that checks the session and redirects to login if unauthenticated. Use this in loaders and actions to protect routes consistently.","Create a reusable requireUser function in a .server.ts file; throw redirect to login if no user","Do not check auth in every loader individually; do not store passwords in sessions","// app/services/auth.server.ts
import { redirect } from '@remix-run/node';
import { getSession } from './session.server';
import { db } from './db.server';

export async function getUserId(request: Request): Promise<string | null> {
  const session = await getSession(request);
  const userId = session.get('userId');
  return typeof userId === 'string' ? userId : null;
}

export async function requireUser(request: Request) {
  const userId = await getUserId(request);
  if (!userId) {
    const url = new URL(request.url);
    throw redirect(`/login?redirectTo=${encodeURIComponent(url.pathname)}`);
  }
  const user = await db.user.findUnique({ where: { id: userId } });
  if (!user) {
    throw redirect('/login');
  }
  return user;
}

// Usage in a loader:
// export async function loader({ request }: LoaderFunctionArgs) {
//   const user = await requireUser(request);
//   return json({ user });
// }","// BAD: Checking auth inline in every loader
export async function loader({ request }: LoaderFunctionArgs) {
  const session = await getSession(request);
  const userId = session.get('userId');
  if (!userId) {
    return redirect('/login');
  }
  // Duplicated in every single protected route
  const user = await db.user.findUnique({ where: { id: userId } });
  if (!user) return redirect('/login');
  return json({ user });
}",error,https://remix.run/docs/en/main/utils/sessions
12,Database Access,"Use .server.ts suffix for server-only modules","Files ending in .server.ts are excluded from the browser bundle. Use this for database access, API keys, and any server-only code to prevent leaking secrets or importing heavy dependencies on the client.","Put all database queries, API keys, and server-only utilities in .server.ts files","Do not import server-only modules from client components; do not put db credentials in shared files","// app/models/user.server.ts
import { db } from '~/services/db.server';
import bcrypt from 'bcryptjs';

export async function getUserById(id: string) {
  return db.user.findUnique({
    where: { id },
    select: { id: true, email: true, name: true, role: true },
  });
}

export async function verifyLogin(email: string, password: string) {
  const user = await db.user.findUnique({ where: { email } });
  if (!user || !user.passwordHash) return null;
  const isValid = await bcrypt.compare(password, user.passwordHash);
  return isValid ? { id: user.id, email: user.email, name: user.name } : null;
}

export async function createUser(email: string, password: string, name: string) {
  const passwordHash = await bcrypt.hash(password, 10);
  return db.user.create({
    data: { email, passwordHash, name },
    select: { id: true, email: true, name: true },
  });
}","// BAD: Database code in a file without .server suffix
// app/models/user.ts  <-- Missing .server suffix!
import { PrismaClient } from '@prisma/client';

// This could end up in the browser bundle,
// leaking the database connection string
const prisma = new PrismaClient({
  datasources: { db: { url: process.env.DATABASE_URL } }
});

export async function getUser(id: string) {
  return prisma.user.findUnique({ where: { id } });
}",error,https://remix.run/docs/en/main/file-conventions/-server
13,Nested Routes,"Use nested routes for shared layouts and parent/child patterns","Remix supports nested routing where child routes render inside their parent's <Outlet>. This enables shared layouts, navigation, and data loading hierarchies.","Use Outlet to render child routes; share layout and navigation in parent routes","Do not duplicate layout markup across sibling routes; do not skip Outlet in parent routes","// app/routes/dashboard.tsx (parent layout)
import type { LoaderFunctionArgs } from '@remix-run/node';
import { json } from '@remix-run/node';
import { NavLink, Outlet, useLoaderData } from '@remix-run/react';
import { requireUser } from '~/services/auth.server';

export async function loader({ request }: LoaderFunctionArgs) {
  const user = await requireUser(request);
  return json({ user });
}

export default function DashboardLayout() {
  const { user } = useLoaderData<typeof loader>();
  return (
    <div className=""dashboard"">
      <aside>
        <p>Welcome, {user.name}</p>
        <nav>
          <NavLink to=""/dashboard"" end>Overview</NavLink>
          <NavLink to=""/dashboard/settings"">Settings</NavLink>
          <NavLink to=""/dashboard/billing"">Billing</NavLink>
        </nav>
      </aside>
      <main>
        <Outlet />
      </main>
    </div>
  );
}

// app/routes/dashboard._index.tsx (child index route)
export default function DashboardIndex() {
  return <h2>Dashboard Overview</h2>;
}","// BAD: Duplicating layout in every child route
// app/routes/dashboard.settings.tsx
export default function Settings() {
  return (
    <div className=""dashboard"">
      <aside>
        {/* Duplicated sidebar nav in every child */}
        <nav>
          <a href=""/dashboard"">Overview</a>
          <a href=""/dashboard/settings"">Settings</a>
        </nav>
      </aside>
      <main>
        <h2>Settings</h2>
      </main>
    </div>
  );
}",warning,https://remix.run/docs/en/main/discussion/routes
14,Params,"Use params from loader args and useParams for dynamic segments","Dynamic route segments (prefixed with $) are available in loader/action params and via the useParams hook. Always validate params before use.","Access params from LoaderFunctionArgs; validate and parse params; use invariant for required params","Do not use params without validation; do not assume params are always present","// app/routes/teams.$teamId.members.$memberId.tsx
import type { LoaderFunctionArgs } from '@remix-run/node';
import { json } from '@remix-run/node';
import { useLoaderData } from '@remix-run/react';
import invariant from 'tiny-invariant';

export async function loader({ params }: LoaderFunctionArgs) {
  invariant(params.teamId, 'teamId is required');
  invariant(params.memberId, 'memberId is required');

  const member = await db.teamMember.findFirst({
    where: {
      teamId: params.teamId,
      userId: params.memberId,
    },
    include: { user: true, team: true },
  });

  if (!member) {
    throw new Response('Member not found', { status: 404 });
  }

  return json({ member });
}

export default function TeamMember() {
  const { member } = useLoaderData<typeof loader>();
  return <h1>{member.user.name} - {member.team.name}</h1>;
}","// BAD: Using params without validation
export async function loader({ params }: LoaderFunctionArgs) {
  // params.teamId could be undefined -- no validation!
  const member = await db.teamMember.findFirst({
    where: {
      teamId: params.teamId!, // Non-null assertion is dangerous
      userId: params.memberId!,
    },
  });
  return json({ member }); // Could return null -- component will crash
}",warning,https://remix.run/docs/en/main/route/loader#params
15,Search Params,"Use useSearchParams and loader request.url for URL search parameters","Search params allow bookmarkable filter/search state. Use <Form method=""get""> to update search params via the URL, and read them in the loader for server-side filtering.","Use <Form method=""get""> for search; read URL search params in the loader; use useSearchParams for client reads","Do not use client-side state for filterable/bookmarkable data; do not forget to parse types from search params","// app/routes/products.tsx
import type { LoaderFunctionArgs } from '@remix-run/node';
import { json } from '@remix-run/node';
import { Form, useLoaderData, useSearchParams } from '@remix-run/react';

export async function loader({ request }: LoaderFunctionArgs) {
  const url = new URL(request.url);
  const query = url.searchParams.get('q') ?? '';
  const category = url.searchParams.get('category') ?? 'all';
  const page = Math.max(1, Number(url.searchParams.get('page') ?? '1'));

  const { products, total } = await searchProducts({ query, category, page, limit: 20 });
  return json({ products, total, query, category, page });
}

export default function Products() {
  const { products, total, query, category, page } = useLoaderData<typeof loader>();
  const [searchParams] = useSearchParams();

  return (
    <div>
      <Form method=""get"">
        <input name=""q"" defaultValue={query} placeholder=""Search..."" />
        <select name=""category"" defaultValue={category}>
          <option value=""all"">All</option>
          <option value=""electronics"">Electronics</option>
          <option value=""clothing"">Clothing</option>
        </select>
        <button type=""submit"">Search</button>
      </Form>
      <p>Showing {products.length} of {total} results</p>
      <ul>{products.map(p => <li key={p.id}>{p.name}</li>)}</ul>
    </div>
  );
}","// BAD: Using client-side state for search -- not bookmarkable
export default function Products() {
  const [query, setQuery] = useState('');
  const [products, setProducts] = useState([]);

  useEffect(() => {
    fetch(`/api/products?q=${query}`)
      .then(r => r.json())
      .then(setProducts);
  }, [query]);

  return (
    <div>
      <input value={query} onChange={e => setQuery(e.target.value)} />
      <ul>{products.map(p => <li key={p.id}>{p.name}</li>)}</ul>
    </div>
  );
}",warning,https://remix.run/docs/en/main/hooks/use-search-params
16,Redirects,"Use redirect() from loaders and actions for navigation","The redirect() utility creates a Response with a Location header. Use it after successful mutations, auth checks, and conditional routing. It works in both loaders and actions.","Use redirect() with the target path; include status codes for permanent redirects; preserve return type","Do not use navigate() in loaders/actions; do not return json when a redirect is appropriate","// app/routes/posts.$id.edit.tsx
import type { ActionFunctionArgs, LoaderFunctionArgs } from '@remix-run/node';
import { json, redirect } from '@remix-run/node';
import { requireUser } from '~/services/auth.server';

export async function loader({ request, params }: LoaderFunctionArgs) {
  const user = await requireUser(request);
  const post = await db.post.findUnique({ where: { id: params.id } });
  if (!post) throw new Response('Not Found', { status: 404 });
  if (post.authorId !== user.id) {
    return redirect(`/posts/${params.id}`); // Not authorized to edit
  }
  return json({ post });
}

export async function action({ request, params }: ActionFunctionArgs) {
  const user = await requireUser(request);
  const formData = await request.formData();
  const title = formData.get('title') as string;
  const content = formData.get('content') as string;

  await db.post.update({
    where: { id: params.id, authorId: user.id },
    data: { title, content },
  });

  return redirect(`/posts/${params.id}`);
}","// BAD: Returning data instead of redirecting after mutation
export async function action({ request, params }: ActionFunctionArgs) {
  const formData = await request.formData();
  const post = await db.post.update({
    where: { id: params.id },
    data: Object.fromEntries(formData),
  });
  // Returns data instead of redirecting -- stale data, no URL change
  return json({ success: true, post });
}",warning,https://remix.run/docs/en/main/utils/redirect
17,Response Helpers,"Use json, defer, and redirect response helpers consistently","Remix provides json(), defer(), and redirect() helpers that create proper Response objects with correct headers. Use them instead of constructing Response objects manually.","Use json() for data responses; defer() for streaming; redirect() for navigation; set appropriate status codes","Do not construct Response objects manually for common cases; do not forget status codes for errors","// app/routes/api.health.tsx
import { json } from '@remix-run/node';
import type { LoaderFunctionArgs } from '@remix-run/node';

export async function loader({ request }: LoaderFunctionArgs) {
  try {
    await db.$queryRaw`SELECT 1`;
    return json(
      { status: 'healthy', timestamp: new Date().toISOString() },
      { status: 200, headers: { 'Cache-Control': 'no-store' } }
    );
  } catch (error) {
    return json(
      { status: 'unhealthy', error: 'Database connection failed' },
      { status: 503 }
    );
  }
}

// Using redirect with status
export async function action({ request }: ActionFunctionArgs) {
  // 301 for permanent redirect
  return redirect('/new-location', { status: 301 });
}","// BAD: Constructing Response manually
export async function loader() {
  const data = { status: 'ok' };
  return new Response(JSON.stringify(data), {
    status: 200,
    headers: {
      'Content-Type': 'application/json', // Easy to forget
    },
  });
}",info,https://remix.run/docs/en/main/utils/json
18,Streaming,"Use defer with Await and Suspense for streaming data","defer() allows you to stream data to the client, showing fallback UI while slow data loads. Use it for non-critical data that should not block the initial page render.","Use defer() for slow non-critical data; wrap Await in Suspense with a fallback; keep critical data non-deferred","Do not defer critical above-the-fold data; do not forget Suspense fallback boundaries","// app/routes/dashboard.tsx
import type { LoaderFunctionArgs } from '@remix-run/node';
import { defer } from '@remix-run/node';
import { Await, useLoaderData } from '@remix-run/react';
import { Suspense } from 'react';

export async function loader({ request }: LoaderFunctionArgs) {
  const user = await requireUser(request);
  // Critical data -- awaited immediately
  const profile = await getProfile(user.id);
  // Non-critical data -- deferred (streamed later)
  const analyticsPromise = getAnalytics(user.id);  // Note: no await
  const notificationsPromise = getNotifications(user.id);  // Note: no await

  return defer({
    profile,
    analytics: analyticsPromise,
    notifications: notificationsPromise,
  });
}

export default function Dashboard() {
  const { profile, analytics, notifications } = useLoaderData<typeof loader>();
  return (
    <div>
      <h1>Welcome, {profile.name}</h1>
      <Suspense fallback={<div>Loading analytics...</div>}>
        <Await resolve={analytics} errorElement={<p>Failed to load analytics</p>}>
          {(data) => <AnalyticsChart data={data} />}
        </Await>
      </Suspense>
      <Suspense fallback={<div>Loading notifications...</div>}>
        <Await resolve={notifications}>
          {(items) => <NotificationList items={items} />}
        </Await>
      </Suspense>
    </div>
  );
}","// BAD: Awaiting all data -- slow data blocks the entire page
export async function loader({ request }: LoaderFunctionArgs) {
  const user = await requireUser(request);
  const profile = await getProfile(user.id);
  const analytics = await getAnalytics(user.id); // Slow! Blocks render
  const notifications = await getNotifications(user.id); // Also slow!
  return json({ profile, analytics, notifications });
}",warning,https://remix.run/docs/en/main/utils/defer
19,Meta,"Export meta function for page-level metadata","The meta function exports metadata (title, description, og tags) for each route. Remix merges meta from parent and child routes. Return an array of meta descriptor objects.","Export a meta function returning an array of descriptors; include title and description at minimum","Do not set document.title manually in useEffect; do not duplicate meta in every route if parent handles it","// app/routes/blog.$slug.tsx
import type { MetaFunction, LoaderFunctionArgs } from '@remix-run/node';
import { json } from '@remix-run/node';

export async function loader({ params }: LoaderFunctionArgs) {
  const post = await getPost(params.slug!);
  if (!post) throw new Response('Not Found', { status: 404 });
  return json({ post });
}

export const meta: MetaFunction<typeof loader> = ({ data }) => {
  if (!data) {
    return [
      { title: 'Post Not Found' },
      { name: 'description', content: 'The requested post could not be found.' },
    ];
  }
  return [
    { title: `${data.post.title} | My Blog` },
    { name: 'description', content: data.post.excerpt },
    { property: 'og:title', content: data.post.title },
    { property: 'og:description', content: data.post.excerpt },
    { property: 'og:image', content: data.post.coverImage },
    { property: 'og:type', content: 'article' },
    { name: 'twitter:card', content: 'summary_large_image' },
  ];
};","// BAD: Setting title with useEffect
import { useEffect } from 'react';

export default function BlogPost() {
  const { post } = useLoaderData<typeof loader>();
  useEffect(() => {
    document.title = post.title; // Does not work for SSR or SEO
  }, [post.title]);
  return <article>{post.content}</article>;
}",warning,https://remix.run/docs/en/main/route/meta
20,Links,"Export links function for route-specific CSS and resources","The links function lets you add <link> tags for stylesheets, preloads, and other resources specific to a route. Remix automatically adds and removes them as users navigate.","Export a links function returning an array of link descriptors; use for route-scoped CSS","Do not import CSS globally when it is only needed by one route; do not use runtime style injection for static styles","// app/routes/dashboard.tsx
import type { LinksFunction } from '@remix-run/node';
import dashboardStyles from '~/styles/dashboard.css?url';
import chartStyles from '~/styles/charts.css?url';

export const links: LinksFunction = () => [
  { rel: 'stylesheet', href: dashboardStyles },
  { rel: 'stylesheet', href: chartStyles },
  {
    rel: 'preload',
    href: '/fonts/inter-var.woff2',
    as: 'font',
    type: 'font/woff2',
    crossOrigin: 'anonymous',
  },
];

export default function Dashboard() {
  return <div className=""dashboard"">Dashboard content</div>;
}","// BAD: Importing all CSS globally in root.tsx
// app/root.tsx
import dashboardStyles from '~/styles/dashboard.css?url';
import settingsStyles from '~/styles/settings.css?url';
import profileStyles from '~/styles/profile.css?url';

// All styles loaded on every page even if not needed
export const links: LinksFunction = () => [
  { rel: 'stylesheet', href: dashboardStyles },
  { rel: 'stylesheet', href: settingsStyles },
  { rel: 'stylesheet', href: profileStyles },
];",info,https://remix.run/docs/en/main/route/links
21,Resource Routes,"Use resource routes for non-UI responses like JSON APIs and files","Resource routes are routes that do not export a default component. They only export loader/action and return non-HTML responses like JSON, CSV, PDFs, or images.","Export only loader/action without a default component; set appropriate Content-Type headers","Do not export a default component from resource routes; do not forget Content-Type and Content-Disposition headers","// app/routes/api.reports.$id[.csv].tsx
import type { LoaderFunctionArgs } from '@remix-run/node';
import { requireUser } from '~/services/auth.server';

export async function loader({ request, params }: LoaderFunctionArgs) {
  const user = await requireUser(request);
  const report = await getReport(params.id!, user.id);
  if (!report) throw new Response('Not Found', { status: 404 });

  const csvRows = [
    ['Date', 'Category', 'Amount'].join(','),
    ...report.entries.map(e =>
      [e.date, e.category, e.amount].join(',')
    ),
  ];

  return new Response(csvRows.join('\n'), {
    status: 200,
    headers: {
      'Content-Type': 'text/csv',
      'Content-Disposition': `attachment; filename=""report-${params.id}.csv""`,
    },
  });
}

// No default export -- this is a resource route

// app/routes/api.users.tsx (JSON API)
export async function loader({ request }: LoaderFunctionArgs) {
  const users = await db.user.findMany({ select: { id: true, name: true } });
  return json(users);
}","// BAD: Resource route with unnecessary default export
export async function loader() {
  return json({ data: 'api response' });
}

// This makes Remix treat it as a UI route
export default function ApiRoute() {
  return null; // Renders an empty page on direct navigation
}",info,https://remix.run/docs/en/main/guides/resource-routes
