No,Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
11,Configuration,Use @nestjs/config with Zod schema validation,"Centralize configuration using ConfigModule with validation to fail fast on missing or invalid environment variables at startup.",Validate all env vars at startup with a Zod schema and use ConfigService for access,Access process.env directly throughout the codebase,"import { z } from 'zod';
import { Module } from '@nestjs/common';
import { ConfigModule } from '@nestjs/config';

const envSchema = z.object({
  DATABASE_URL: z.string().url(),
  JWT_SECRET: z.string().min(32),
  PORT: z.coerce.number().default(3000),
  NODE_ENV: z.enum(['development', 'production', 'test']).default('development'),
});

@Module({
  imports: [
    ConfigModule.forRoot({
      isGlobal: true,
      validate: (config) => envSchema.parse(config),
    }),
  ],
})
export class AppModule {}

// Usage in a service:
// constructor(private config: ConfigService) {}
// const secret = this.config.get<string>('JWT_SECRET');","import { Injectable } from '@nestjs/common';

@Injectable()
export class AuthService {
  // BAD: Direct process.env access, no validation, no type safety
  private secret = process.env.JWT_SECRET || 'default-secret';
  private dbUrl = process.env.DATABASE_URL!;

  // Missing env var only discovered at runtime when used
}",error,https://docs.nestjs.com/techniques/configuration
12,Database (Prisma),Provide PrismaClient as a NestJS service with proper lifecycle,"Wrap PrismaClient in an @Injectable service that implements OnModuleInit for connection and enableShutdownHooks for graceful cleanup.",Create a dedicated PrismaModule with PrismaService extending PrismaClient,Create new PrismaClient instances in every service or import it globally without a module,"import { Injectable, OnModuleInit } from '@nestjs/common';
import { PrismaClient } from '@prisma/client';

@Injectable()
export class PrismaService extends PrismaClient implements OnModuleInit {
  async onModuleInit() {
    await this.$connect();
  }
}

// prisma.module.ts
import { Global, Module } from '@nestjs/common';
import { PrismaService } from './prisma.service';

@Global()
@Module({
  providers: [PrismaService],
  exports: [PrismaService],
})
export class PrismaModule {}","import { Injectable } from '@nestjs/common';
import { PrismaClient } from '@prisma/client';

@Injectable()
export class UsersService {
  // BAD: New PrismaClient per service = multiple connections, no lifecycle
  private prisma = new PrismaClient();

  async findAll() {
    return this.prisma.user.findMany();
  }
}",error,https://docs.nestjs.com/recipes/prisma
13,Authentication,Use @nestjs/passport with JWT strategy,"Implement authentication using Passport strategies. JwtStrategy validates tokens and attaches user to request. Combine with AuthGuard for route protection.",Use PassportStrategy with JwtStrategy and a dedicated AuthModule,Implement raw JWT verification logic in every guard or controller,"import { Injectable } from '@nestjs/common';
import { PassportStrategy } from '@nestjs/passport';
import { ExtractJwt, Strategy } from 'passport-jwt';
import { ConfigService } from '@nestjs/config';

interface JwtPayload {
  sub: string;
  email: string;
}

@Injectable()
export class JwtStrategy extends PassportStrategy(Strategy) {
  constructor(config: ConfigService) {
    super({
      jwtFromRequest: ExtractJwt.fromAuthHeaderAsBearerToken(),
      ignoreExpiration: false,
      secretOrKey: config.get<string>('JWT_SECRET'),
    });
  }

  validate(payload: JwtPayload) {
    return { id: payload.sub, email: payload.email };
  }
}","import { Injectable, CanActivate, ExecutionContext } from '@nestjs/common';
import * as jwt from 'jsonwebtoken';

@Injectable()
export class AuthGuard implements CanActivate {
  // BAD: Raw JWT handling, hardcoded secret, no strategy pattern
  canActivate(context: ExecutionContext): boolean {
    const req = context.switchToHttp().getRequest();
    try {
      const token = req.headers.authorization.split(' ')[1];
      req.user = jwt.verify(token, 'hardcoded-secret');
      return true;
    } catch {
      return false;
    }
  }
}",error,https://docs.nestjs.com/recipes/passport
14,Authorization (RBAC),Implement role-based access with a roles guard and metadata,"Use SetMetadata to attach required roles to handlers and a RolesGuard to check them. Combine with Reflector for metadata access.",Use custom @Roles decorator with SetMetadata and a RolesGuard using Reflector,Hardcode role checks inside controller methods,"import { SetMetadata, Injectable, CanActivate, ExecutionContext } from '@nestjs/common';
import { Reflector } from '@nestjs/core';

export const ROLES_KEY = 'roles';
export const Roles = (...roles: string[]) => SetMetadata(ROLES_KEY, roles);

@Injectable()
export class RolesGuard implements CanActivate {
  constructor(private readonly reflector: Reflector) {}

  canActivate(context: ExecutionContext): boolean {
    const requiredRoles = this.reflector.getAllAndOverride<string[]>(ROLES_KEY, [
      context.getHandler(),
      context.getClass(),
    ]);
    if (!requiredRoles) return true;
    const { user } = context.switchToHttp().getRequest();
    return requiredRoles.some((role) => user.roles?.includes(role));
  }
}

// Usage: @Roles('admin') @UseGuards(AuthGuard, RolesGuard)","import { Controller, Get, Req } from '@nestjs/common';

@Controller('admin')
export class AdminController {
  @Get('dashboard')
  getDashboard(@Req() req: any) {
    // BAD: Hardcoded role check in every handler
    if (!req.user.roles.includes('admin')) {
      throw new Error('Forbidden');
    }
    return this.adminService.getDashboard();
  }
}",error,https://docs.nestjs.com/guards#role-based-authentication
15,Swagger/OpenAPI,Decorate controllers and DTOs with @nestjs/swagger,"Use @ApiTags, @ApiOperation, @ApiResponse on controllers and @ApiProperty on DTOs to generate accurate OpenAPI documentation automatically.",Add Swagger decorators to all public endpoints and DTOs,Rely on auto-inference alone or skip API documentation entirely,"import { Controller, Get, Post, Body } from '@nestjs/common';
import { ApiTags, ApiOperation, ApiResponse, ApiProperty } from '@nestjs/swagger';
import { IsString, IsEmail } from 'class-validator';

class CreateUserDto {
  @ApiProperty({ example: 'John Doe' })
  @IsString()
  name: string;

  @ApiProperty({ example: 'john@example.com' })
  @IsEmail()
  email: string;
}

@ApiTags('Users')
@Controller('users')
export class UsersController {
  @Post()
  @ApiOperation({ summary: 'Create a new user' })
  @ApiResponse({ status: 201, description: 'User created successfully' })
  @ApiResponse({ status: 400, description: 'Invalid input' })
  create(@Body() dto: CreateUserDto) {
    return this.usersService.create(dto);
  }
}","import { Controller, Post, Body } from '@nestjs/common';

// BAD: No Swagger decorators, no documentation generated
@Controller('users')
export class UsersController {
  @Post()
  create(@Body() dto: any) {
    return this.usersService.create(dto);
  }
}",warning,https://docs.nestjs.com/openapi/introduction
16,Middleware,Apply middleware using consumer.apply().forRoutes(),"Middleware runs before route handlers and guards. Use functional or class-based middleware for tasks like request logging, CORS, or header manipulation.",Use NestMiddleware class or function with proper forRoutes configuration,Use Express middleware directly in main.ts for everything or duplicate logic,"import { Injectable, NestMiddleware, Logger } from '@nestjs/common';
import { Request, Response, NextFunction } from 'express';

@Injectable()
export class CorrelationIdMiddleware implements NestMiddleware {
  private readonly logger = new Logger(CorrelationIdMiddleware.name);

  use(req: Request, _res: Response, next: NextFunction) {
    const correlationId = req.headers['x-correlation-id'] as string
      ?? crypto.randomUUID();
    req.headers['x-correlation-id'] = correlationId;
    this.logger.log(`[${correlationId}] ${req.method} ${req.url}`);
    next();
  }
}

// In AppModule:
// configure(consumer: MiddlewareConsumer) {
//   consumer.apply(CorrelationIdMiddleware).forRoutes('*');
// }","import { NestFactory } from '@nestjs/core';

async function bootstrap() {
  const app = await NestFactory.create(AppModule);
  // BAD: All middleware shoved into main.ts, not composable
  app.use((req: any, _res: any, next: any) => {
    req.headers['x-correlation-id'] = Math.random().toString();
    console.log(req.method, req.url);
    next();
  });
}",warning,https://docs.nestjs.com/middleware
17,CQRS,Separate commands and queries with @nestjs/cqrs,"Use the CQRS pattern to separate read and write operations. Commands mutate state, queries read state, and events communicate side effects.",Use CommandBus/QueryBus with dedicated handlers for each operation,Mix read and write logic in a single service method,"import { CommandHandler, ICommandHandler, QueryHandler, IQueryHandler } from '@nestjs/cqrs';

export class CreateUserCommand {
  constructor(
    public readonly name: string,
    public readonly email: string,
  ) {}
}

@CommandHandler(CreateUserCommand)
export class CreateUserHandler implements ICommandHandler<CreateUserCommand> {
  constructor(private readonly prisma: PrismaService) {}

  async execute(command: CreateUserCommand) {
    return this.prisma.user.create({
      data: { name: command.name, email: command.email },
    });
  }
}

export class GetUserQuery {
  constructor(public readonly id: string) {}
}

@QueryHandler(GetUserQuery)
export class GetUserHandler implements IQueryHandler<GetUserQuery> {
  constructor(private readonly prisma: PrismaService) {}

  async execute(query: GetUserQuery) {
    return this.prisma.user.findUnique({ where: { id: query.id } });
  }
}","import { Injectable } from '@nestjs/common';

@Injectable()
export class UsersService {
  // BAD: Single method mixes command and query concerns
  async createAndReturnAll(data: any) {
    await this.prisma.user.create({ data });
    return this.prisma.user.findMany(); // Side effect + query mixed
  }
}",info,https://docs.nestjs.com/recipes/cqrs
18,Microservices,Use @nestjs/microservices with typed message patterns,"Build microservices using NestJS transport layers (TCP, Redis, NATS, etc.). Define message patterns with @MessagePattern and event patterns with @EventPattern.",Use @MessagePattern/@EventPattern decorators with strongly typed payloads,Use raw HTTP calls between services or untyped message patterns,"import { Controller } from '@nestjs/common';
import { MessagePattern, EventPattern, Payload } from '@nestjs/microservices';

interface CreateOrderPayload {
  userId: string;
  items: Array<{ productId: string; quantity: number }>;
}

@Controller()
export class OrdersController {
  @MessagePattern({ cmd: 'create_order' })
  async createOrder(@Payload() data: CreateOrderPayload) {
    return this.ordersService.create(data);
  }

  @EventPattern('order_completed')
  async handleOrderCompleted(@Payload() data: { orderId: string }) {
    await this.ordersService.notifyShipping(data.orderId);
  }
}","import { Controller, Post, Body } from '@nestjs/common';
import axios from 'axios';

@Controller('orders')
export class OrdersController {
  @Post()
  async createOrder(@Body() data: any) {
    // BAD: Direct HTTP calls between services, no transport abstraction
    const inventory = await axios.post('http://inventory-service:3001/check', data);
    const payment = await axios.post('http://payment-service:3002/charge', data);
    return { inventory: inventory.data, payment: payment.data };
  }
}",warning,https://docs.nestjs.com/microservices/basics
19,WebSocket Gateway,Use @WebSocketGateway with typed events,"Implement real-time communication using WebSocket gateways. Use @SubscribeMessage for event handling and proper namespace/room management.",Use @WebSocketGateway with @SubscribeMessage and proper typing for events,Use raw ws/socket.io library without NestJS integration,"import {
  WebSocketGateway,
  WebSocketServer,
  SubscribeMessage,
  MessageBody,
  ConnectedSocket,
  OnGatewayConnection,
} from '@nestjs/websockets';
import { Server, Socket } from 'socket.io';

interface ChatMessage {
  room: string;
  text: string;
  sender: string;
}

@WebSocketGateway({ namespace: 'chat', cors: { origin: '*' } })
export class ChatGateway implements OnGatewayConnection {
  @WebSocketServer()
  server: Server;

  handleConnection(client: Socket) {
    console.log(`Client connected: ${client.id}`);
  }

  @SubscribeMessage('joinRoom')
  handleJoin(@ConnectedSocket() client: Socket, @MessageBody() room: string) {
    client.join(room);
    this.server.to(room).emit('userJoined', { userId: client.id });
  }

  @SubscribeMessage('message')
  handleMessage(@MessageBody() data: ChatMessage) {
    this.server.to(data.room).emit('message', data);
  }
}","import { Server } from 'socket.io';

// BAD: Raw socket.io without NestJS lifecycle, DI, or guards
const io = new Server(3001);
io.on('connection', (socket) => {
  socket.on('message', (data) => {
    io.emit('message', data);
  });
});",warning,https://docs.nestjs.com/websockets/gateways
20,Testing,Use Test.createTestingModule for isolated unit tests,"Create testing modules with overridden providers to isolate units under test. Use Jest with NestJS testing utilities for both unit and e2e tests.",Use createTestingModule with mocked dependencies for unit tests,Test with real database connections or without proper module setup,"import { Test, TestingModule } from '@nestjs/testing';
import { UsersService } from './users.service';
import { PrismaService } from '../prisma/prisma.service';

describe('UsersService', () => {
  let service: UsersService;
  let prisma: jest.Mocked<PrismaService>;

  beforeEach(async () => {
    const module: TestingModule = await Test.createTestingModule({
      providers: [
        UsersService,
        {
          provide: PrismaService,
          useValue: {
            user: {
              findUnique: jest.fn(),
              create: jest.fn(),
              findMany: jest.fn(),
            },
          },
        },
      ],
    }).compile();

    service = module.get(UsersService);
    prisma = module.get(PrismaService);
  });

  it('should find a user by id', async () => {
    const mockUser = { id: '1', name: 'John', email: 'john@test.com' };
    prisma.user.findUnique.mockResolvedValue(mockUser as any);

    const result = await service.findOne('1');
    expect(result).toEqual(mockUser);
    expect(prisma.user.findUnique).toHaveBeenCalledWith({ where: { id: '1' } });
  });
});","import { UsersService } from './users.service';
import { PrismaService } from '../prisma/prisma.service';

// BAD: No testing module, real dependencies, no isolation
describe('UsersService', () => {
  it('should find a user', async () => {
    const prisma = new PrismaService(); // Real DB connection!
    const service = new UsersService(prisma);
    const user = await service.findOne('1'); // Hits real database
    expect(user).toBeDefined();
  });
});",error,https://docs.nestjs.com/fundamentals/testing
21,Health Check,Use @nestjs/terminus for health check endpoints,"Implement health checks using @nestjs/terminus to expose /health endpoints for load balancers, Kubernetes probes, and monitoring systems.",Use HealthCheckService with typed indicators (Prisma, HTTP, disk, memory),Create custom health endpoints that return 200 without actually checking dependencies,"import { Controller, Get } from '@nestjs/common';
import { HealthCheck, HealthCheckService, HttpHealthIndicator, HealthCheckResult } from '@nestjs/terminus';
import { PrismaHealthIndicator } from './prisma.health';

@Controller('health')
export class HealthController {
  constructor(
    private readonly health: HealthCheckService,
    private readonly http: HttpHealthIndicator,
    private readonly prisma: PrismaHealthIndicator,
  ) {}

  @Get()
  @HealthCheck()
  check(): Promise<HealthCheckResult> {
    return this.health.check([
      () => this.prisma.isHealthy('database'),
      () => this.http.pingCheck('api-docs', 'https://docs.nestjs.com'),
    ]);
  }
}","import { Controller, Get } from '@nestjs/common';

@Controller('health')
export class HealthController {
  @Get()
  check() {
    // BAD: Always returns OK without checking actual dependencies
    return { status: 'ok' };
  }
}",warning,https://docs.nestjs.com/recipes/terminus
22,Task Scheduling,Use @nestjs/schedule with @Cron for scheduled tasks,"Implement recurring jobs using @nestjs/schedule. Use @Cron with cron expressions or @Interval for repeated tasks with proper error handling.",Use @Cron decorator with named jobs and proper error handling,Use setInterval or external cron without NestJS integration,"import { Injectable, Logger } from '@nestjs/common';
import { Cron, CronExpression } from '@nestjs/schedule';

@Injectable()
export class TasksService {
  private readonly logger = new Logger(TasksService.name);

  @Cron(CronExpression.EVERY_DAY_AT_MIDNIGHT, { name: 'cleanupExpiredSessions' })
  async handleSessionCleanup() {
    this.logger.log('Running expired session cleanup...');
    try {
      const result = await this.prisma.session.deleteMany({
        where: { expiresAt: { lt: new Date() } },
      });
      this.logger.log(`Deleted ${result.count} expired sessions`);
    } catch (error) {
      this.logger.error('Session cleanup failed', error);
    }
  }

  @Cron('0 */6 * * *', { name: 'syncExternalData' })
  async handleDataSync() {
    this.logger.log('Syncing external data...');
    // sync logic
  }
}","import { Injectable } from '@nestjs/common';

@Injectable()
export class TasksService {
  constructor() {
    // BAD: Raw setInterval, no lifecycle management, no error handling
    setInterval(async () => {
      const prisma = new (require('@prisma/client').PrismaClient)();
      await prisma.session.deleteMany({ where: { expiresAt: { lt: new Date() } } });
    }, 86400000);
  }
}",warning,https://docs.nestjs.com/techniques/task-scheduling
23,Event Emitter,Use @nestjs/event-emitter for decoupled event handling,"Emit and handle domain events to decouple modules. Use typed events with @OnEvent for loose coupling between features.",Define typed event classes and use @OnEvent with async handlers,Call services directly across module boundaries creating tight coupling,"import { Injectable } from '@nestjs/common';
import { EventEmitter2 } from '@nestjs/event-emitter';
import { OnEvent } from '@nestjs/event-emitter';

export class UserCreatedEvent {
  constructor(
    public readonly userId: string,
    public readonly email: string,
  ) {}
}

@Injectable()
export class UsersService {
  constructor(private readonly eventEmitter: EventEmitter2) {}

  async create(data: { name: string; email: string }) {
    const user = await this.prisma.user.create({ data });
    this.eventEmitter.emit('user.created', new UserCreatedEvent(user.id, user.email));
    return user;
  }
}

@Injectable()
export class NotificationListener {
  @OnEvent('user.created')
  async handleUserCreated(event: UserCreatedEvent) {
    await this.mailService.sendWelcome(event.email);
  }
}","import { Injectable } from '@nestjs/common';
import { MailService } from '../mail/mail.service';
import { AnalyticsService } from '../analytics/analytics.service';

@Injectable()
export class UsersService {
  // BAD: Tight coupling to multiple unrelated services
  constructor(
    private readonly mailService: MailService,
    private readonly analyticsService: AnalyticsService,
    private readonly billingService: BillingService,
  ) {}

  async create(data: any) {
    const user = await this.prisma.user.create({ data });
    await this.mailService.sendWelcome(user.email);
    await this.analyticsService.track('user_created', user.id);
    await this.billingService.createAccount(user.id);
    return user;
  }
}",info,https://docs.nestjs.com/techniques/events
24,Lifecycle Hooks,Implement OnModuleInit and OnModuleDestroy for resource management,"Use NestJS lifecycle hooks to initialize resources on startup and clean them up on shutdown. Essential for database connections, caches, and external clients.",Implement OnModuleInit/OnModuleDestroy interfaces for proper resource lifecycle,Initialize resources in constructors or forget to clean up on shutdown,"import { Injectable, OnModuleInit, OnModuleDestroy, Logger } from '@nestjs/common';
import { Redis } from 'ioredis';
import { ConfigService } from '@nestjs/config';

@Injectable()
export class RedisService implements OnModuleInit, OnModuleDestroy {
  private readonly logger = new Logger(RedisService.name);
  private client: Redis;

  constructor(private readonly config: ConfigService) {}

  async onModuleInit() {
    this.client = new Redis(this.config.get<string>('REDIS_URL')!);
    this.client.on('connect', () => this.logger.log('Redis connected'));
    this.client.on('error', (err) => this.logger.error('Redis error', err));
  }

  async onModuleDestroy() {
    await this.client.quit();
    this.logger.log('Redis disconnected');
  }

  getClient(): Redis {
    return this.client;
  }
}","import { Injectable } from '@nestjs/common';
import { Redis } from 'ioredis';

@Injectable()
export class RedisService {
  // BAD: Connection in constructor, no cleanup, no error handling
  private client = new Redis(process.env.REDIS_URL!);

  getClient() {
    return this.client;
  }
  // Connection never closed on shutdown -> resource leak
}",error,https://docs.nestjs.com/fundamentals/lifecycle-events
