No,Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
20,OpenAPI,Generate OpenAPI documentation,"Use utoipa to generate OpenAPI/Swagger docs from Rust types and handlers","Derive ToSchema on types; annotate handlers with #[utoipa::path]; serve Swagger UI","Maintain OpenAPI specs manually; let docs drift from implementation","use utoipa::OpenApi;\nuse utoipa_swagger_ui::SwaggerUi;\n\n#[derive(utoipa::ToSchema, Serialize)]\nstruct User {\n    id: u64,\n    name: String,\n}\n\n#[utoipa::path(get, path = ""/api/users/{id}"", responses(\n    (status = 200, body = User),\n    (status = 404, description = ""Not found""),\n))]\nasync fn get_user(Path(id): Path<u64>) -> Json<User> { todo!() }\n\n#[derive(OpenApi)]\n#[openapi(paths(get_user), components(schemas(User)))]\nstruct ApiDoc;\n\nlet app = Router::new()\n    .merge(SwaggerUi::new(""/docs"").url(""/api-docs/openapi.json"", ApiDoc::openapi()));","// Manually maintained openapi.yaml that is out of date\n// Endpoints exist in code but not in docs\n// Docs describe endpoints that no longer exist",Medium,https://docs.rs/utoipa/latest/utoipa/
21,Database Transactions,Use transactions for multi-step operations,"Wrap related database operations in a transaction to ensure atomicity","Use sqlx::PgPool::begin() for transactions; commit explicitly; handle rollback on error","Execute related queries without a transaction; assume partial success is acceptable","async fn transfer(\n    State(db): State<PgPool>,\n    Json(req): Json<TransferRequest>,\n) -> Result<StatusCode, AppError> {\n    let mut tx = db.begin().await?;\n\n    sqlx::query!(""UPDATE accounts SET balance = balance - $1 WHERE id = $2"",\n        req.amount, req.from_id)\n        .execute(&mut *tx).await?;\n\n    sqlx::query!(""UPDATE accounts SET balance = balance + $1 WHERE id = $2"",\n        req.amount, req.to_id)\n        .execute(&mut *tx).await?;\n\n    tx.commit().await?;\n    Ok(StatusCode::OK)\n}","async fn transfer(db: &PgPool, req: TransferRequest) -> Result<(), AppError> {\n    sqlx::query!(""UPDATE accounts SET balance = balance - $1 WHERE id = $2"",\n        req.amount, req.from_id).execute(db).await?;\n    // crash here = money disappeared!\n    sqlx::query!(""UPDATE accounts SET balance = balance + $1 WHERE id = $2"",\n        req.amount, req.to_id).execute(db).await?;\n    Ok(())\n}",Critical,https://docs.rs/sqlx/latest/sqlx/struct.Pool.html#method.begin
22,Pagination,Implement cursor-based pagination,"Use cursor-based or keyset pagination for consistent results with large datasets","Use a cursor (last_id) instead of offset for large tables; limit page size; return next cursor in response","Use OFFSET pagination for large tables (slow); allow unlimited page sizes","#[derive(Deserialize)]\nstruct Cursor {\n    after: Option<i64>,\n    limit: Option<i64>,\n}\n\nasync fn list_users(\n    Query(cursor): Query<Cursor>,\n    State(db): State<PgPool>,\n) -> Result<Json<PagedResponse<User>>, AppError> {\n    let limit = cursor.limit.unwrap_or(20).min(100);\n    let after = cursor.after.unwrap_or(0);\n    let users = sqlx::query_as!(User,\n        ""SELECT * FROM users WHERE id > $1 ORDER BY id LIMIT $2"",\n        after, limit + 1)\n        .fetch_all(&db).await?;\n    let has_more = users.len() > limit as usize;\n    let items: Vec<User> = users.into_iter().take(limit as usize).collect();\n    let next_cursor = items.last().map(|u| u.id);\n    Ok(Json(PagedResponse { items, next_cursor, has_more }))\n}","async fn list_users(Query(page): Query<Page>) -> Json<Vec<User>> {\n    let offset = (page.page - 1) * page.per_page;\n    // OFFSET becomes slower as page number increases\n    // results shift when new records are inserted\n}",High,https://docs.rs/sqlx/latest/sqlx/
23,Response Types,Use proper response types and status codes,"Return appropriate HTTP status codes with typed response bodies","Use StatusCode for empty responses; Json<T> for JSON; (StatusCode, Json<T>) for custom status + body","Always return 200; return plain strings instead of JSON; inconsistent response shapes","async fn create_user(\n    State(db): State<PgPool>,\n    Json(input): Json<CreateUser>,\n) -> Result<(StatusCode, Json<User>), AppError> {\n    let user = insert_user(&db, input).await?;\n    Ok((StatusCode::CREATED, Json(user)))\n}\n\nasync fn delete_user(\n    Path(id): Path<u64>,\n    State(db): State<PgPool>,\n) -> Result<StatusCode, AppError> {\n    remove_user(&db, id).await?;\n    Ok(StatusCode::NO_CONTENT)\n}","async fn create_user(Json(input): Json<CreateUser>) -> Json<User> {\n    let user = insert_user(input).await.unwrap();\n    Json(user) // always 200, should be 201 Created\n}",Medium,https://docs.rs/axum/latest/axum/response/index.html
24,Extractors Order,Follow extractor ordering rules,"Axum requires body-consuming extractors (Json, Multipart) to be last in handler arguments","Place State, Path, Query before Json; only one body extractor per handler","Put Json before Path; use multiple body extractors","async fn update_user(\n    State(db): State<PgPool>,\n    Path(id): Path<u64>,\n    Query(opts): Query<Options>,\n    Json(body): Json<UpdateUser>,  // body extractor LAST\n) -> Result<Json<User>, AppError> {\n    todo!()\n}","async fn update_user(\n    Json(body): Json<UpdateUser>,  // body consumed!\n    Path(id): Path<u64>,           // this won't work\n    State(db): State<PgPool>,\n) -> Result<Json<User>, AppError> {\n    todo!()\n}",Critical,https://docs.rs/axum/latest/axum/extract/index.html#the-order-of-extractors
25,Connection Pooling,Configure database connection pools,"Set appropriate pool sizes based on workload and database limits","Set min and max connections; configure idle timeout; match pool size to Tokio worker threads","Use default pool settings without tuning; set max connections higher than database allows","let pool = PgPoolOptions::new()\n    .max_connections(20)\n    .min_connections(5)\n    .acquire_timeout(std::time::Duration::from_secs(3))\n    .idle_timeout(std::time::Duration::from_secs(600))\n    .connect(&database_url)\n    .await?;","let pool = PgPool::connect(&database_url).await?;\n// default pool: 10 connections, no idle timeout\n// may be too many or too few for your workload",Medium,https://docs.rs/sqlx/latest/sqlx/pool/struct.PoolOptions.html
26,Request ID,Track requests with unique IDs,"Generate a unique request ID for each request and include it in all log entries for correlation","Use tower-http RequestIdLayer or generate UUID in middleware; include in response headers; use tracing spans","Not correlating log entries across a request lifecycle; using random log messages without context","use tower_http::request_id::{MakeRequestUuid, RequestIdLayer, PropagateRequestIdLayer};\n\nlet app = Router::new()\n    .route(""/api/users"", get(list_users))\n    .layer((\n        RequestIdLayer::new(MakeRequestUuid),\n        PropagateRequestIdLayer::new(http::header::HeaderName::from_static(""x-request-id"")),\n    ));","// No request ID:\n// Log: ""database error""\n// Log: ""request failed""\n// Which request? Cannot correlate.",Medium,https://docs.rs/tower-http/latest/tower_http/request_id/index.html
27,Response Compression,Enable response compression,"Use tower-http CompressionLayer to compress responses automatically based on Accept-Encoding header","Enable compression for API responses; exclude already-compressed formats (images, videos)","Send uncompressed JSON responses; compress already-compressed content","use tower_http::compression::CompressionLayer;\n\nlet app = Router::new()\n    .route(""/api/data"", get(large_data))\n    .layer(CompressionLayer::new()\n        .br(true)\n        .gzip(true)\n        .zstd(true));","let app = Router::new()\n    .route(""/api/data"", get(large_data));\n// no compression: 100KB JSON sent as-is\n// ~10x larger than compressed",Medium,https://docs.rs/tower-http/latest/tower_http/compression/index.html
28,Timeout,Set request timeouts,"Use tower-http TimeoutLayer to prevent slow requests from holding connections indefinitely","Set timeouts per route or globally; use tower::timeout for fine-grained control; return 408 on timeout","Allow requests to run indefinitely; set the same timeout for all routes regardless of expected duration","use tower_http::timeout::TimeoutLayer;\nuse std::time::Duration;\n\nlet app = Router::new()\n    .route(""/api/quick"", get(quick_handler))\n    .route(""/api/slow"", get(slow_handler))\n    .layer(TimeoutLayer::new(Duration::from_secs(30)));","let app = Router::new()\n    .route(""/api/data"", get(handler));\n// no timeout: a stalled DB query holds the connection forever\n// eventually exhausts connection pool",High,https://docs.rs/tower-http/latest/tower_http/timeout/index.html
29,Error Recovery,Add global error recovery,"Use tower's catch_panic or axum's HandleErrorLayer to convert panics and service errors into proper responses","Catch panics in production; log the backtrace; return 500 with a safe message","Let panics crash the server; return raw error details","use tower_http::catch_panic::CatchPanicLayer;\n\nlet app = Router::new()\n    .route(""/api/data"", get(handler))\n    .layer(CatchPanicLayer::custom(|_| {\n        let body = serde_json::json!({ ""error"": ""internal server error"" });\n        (StatusCode::INTERNAL_SERVER_ERROR, Json(body)).into_response()\n    }));","let app = Router::new()\n    .route(""/api/data"", get(handler));\n// panic in handler = connection dropped with no response\n// client gets a connection reset error",High,https://docs.rs/tower-http/latest/tower_http/catch_panic/index.html
30,Environment Configuration,Load config from environment,"Use environment variables following 12-factor app principles with typed deserialization","Use dotenvy for .env files in development; deserialize into typed Config struct; validate at startup","Hardcode configuration; use unwrap on env vars; mix config sources inconsistently","use serde::Deserialize;\n\n#[derive(Deserialize)]\nstruct Config {\n    #[serde(default = ""default_port"")]\n    port: u16,\n    database_url: String,\n    jwt_secret: String,\n    #[serde(default)]\n    log_level: String,\n}\n\nfn default_port() -> u16 { 8080 }\n\nimpl Config {\n    fn from_env() -> Result<Self, envy::Error> {\n        dotenvy::dotenv().ok();\n        envy::from_env()\n    }\n}","let port: u16 = std::env::var(""PORT"").unwrap().parse().unwrap();\nlet db_url = std::env::var(""DATABASE_URL"").unwrap();\n// panics on missing vars; no defaults; no validation",High,https://docs.rs/envy/latest/envy/
